Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Rajja Singh,M,SBD,Raw,,,,Open,90.2,93,,,,,197.5,,,,,125,,,,,235,557.5,3,360.08,355.50,340.68,74.03,Yes,Canada,ON,CPU,IPF,2018-11-10,Canada,ON,London,Western Strength,Yes
Marc-Antoine Bourque,M,SBD,Raw,,,,Open,102.05,105,-227.5,227.5,-245,,227.5,175,-177.5,-177.5,,175,265,-280,-280,,265,667.5,2,407.32,403.04,384.86,83.52,Yes,Canada,QC,CPU,IPF,2023-05-21,Canada,QC,Québec,Open de Quebec,Yes
Marc-Antoine Bisson,M,SBD,Single-ply,,,,Sub-Juniors,58.9,60,,,,,75,,,,,72.5,,,,,65,212.5,1,182.13,184.35,180.21,30.98,Yes,Canada,QC,CPU,IPF,2007-06-16,Canada,QC,Ste-Marie,Ste-Marie Sport Festival,Yes
Ralph Bergland,M,SBD,Single-ply,60.5,60-64,60-69,Masters 3,82.5,82.5,,,,,105,,,,,65,,,,,150,320,1,216.77,214.37,206.27,37.08,Yes,Canada,SK,CPU,IPF,1999-11-05,Canada,SK,Moose Jaw,Saskatchewan Open Powerlifting,Yes
Jeffrey McAloney,M,SBD,Raw,,,,Open,82.6,83,155,-165,-165,,155,107.5,112.5,117.5,,117.5,162.5,180,192.5,,192.5,465,3,314.77,311.28,299.50,64.53,Yes,Canada,AB,CPU,IPF,2019-12-07,Canada,AB,Calgary,Last Chance Open,Yes
Angela Burgess,F,SBD,Raw,,,,Open,62.3,63,,,,,137.5,,,,,62.5,,,,,140,340,3,368.18,368.26,325.22,74.93,Yes,Canada,ON,CPU,IPF,2014-03-31,Canada,ON,St. Catherines,Canadian Championship,Yes
Brady Rodricks,M,SBD,Raw,,,19-23,Juniors,62.23,66,125,127.5,130,,130,92.5,95,97.5,,97.5,152.5,155,165,,165,392.5,2,321.69,323.99,315.75,63.13,Yes,Canada,ON,CPU,IPF,2023-05-12,Canada,ON,Belle River,Belle River High School Competition,Yes
Gord Grimolfson,M,SBD,Raw,35.5,35-39,24-39,Open,100.1,105,,,,,190,,,,,117.5,,,,,215,522.5,1,321.47,317.86,303.59,65.98,Yes,Canada,MB,CPU,IPF,2016-09-24,Canada,MB,Winnipeg,Manitoba Provincials,Yes
Alexandra Stodalka,F,SBD,Raw,21,20-23,19-23,Juniors,57.9,63,,,,,125,,,,,83,,,,,135,343,2,388.99,393.16,347.56,79.53,Yes,Canada,AB,CPU,IPF,2016-11-12,Canada,AB,Edmonton,Powersurge,Yes
Kass Bowden,M,SBD,Raw,,,19-23,Juniors,89.4,93,,,,,225,,,,,147.5,,,,,255,627.5,8,407.12,401.97,385.36,83.70,Yes,Canada,ON,CPU,IPF,2016-10-29,Canada,ON,Ottawa,Ontario Junior / Sub-Junior Championship,Yes
Rory Windrum,M,SBD,Raw,,,,Open,82.87,83,,,,,170,,,,,92.5,,,,,180,442.5,2,298.99,295.64,284.41,61.30,Yes,Canada,SK,CPU,IPF,2012-02-12,Canada,SK,Weyburn,Weyburn Open,Yes
Oleksandr Lapshin,M,B,Raw,21.5,20-23,19-23,Pro Juniors 20-23,87.8,90,,,,,,-130,-130,-130,,,,,,,,,DQ,,,,,,Ukraine,,NAP,IPA,2016-06-25,Ukraine,,Gurzuf,Tavrika Cup,Yes
Danila Omelchenko,M,B,Raw,35,35-39,24-39,Amateur Open,89.05,90,,,,,,-130,-135,135,,135,,,,,,135,7,87.76,86.65,83.09,65.44,Yes,Russia,,NAP,IPA,2016-05-19,Russia,NVS,Berdsk,Siberian Challenge,Yes
Magomed Kodzoev,M,B,Raw,35,35-39,24-39,Amateur Open,109.4,110,,,,,,180,-190,192.5,,192.5,,,,,,192.5,1,114.25,113.48,108.44,84.59,Yes,Russia,,NAP,IPA,2020-10-24,Russia,LEN,St. Petersburg,Bronze Horseman III,Yes
Nara Petrosyan,F,SBD,Wraps,22.5,20-23,19-23,Amateur Juniors 20-23,58.5,60,105,110,-115,,110,50,55,-60,,55,-105,105,-110,,105,270,1,304.17,307.01,271.35,62.13,Yes,Russia,,NAP,IPA,2015-11-28,Russia,SAR,Saratov,Volga Power 3,Yes
Denis Davydov,M,B,Raw,34,24-34,24-39,Amateur Open,99.6,100,,,,,,-170,-170,-170,,,,,,,,,DQ,,,,,,,,NAP,IPA,2018-04-14,Russia,KDA,Krasnodar,Russian Championships,Yes
Mukhamed Daurov,M,D,Raw,23,20-23,19-23,Amateur Open,74.15,75,,,,,,,,,,,175,190,-205,,190,190,5,137.31,136.47,131.93,,Yes,Russia,,NAP,IPA,2018-11-15,Russia,KB,Nalchik,Russian Bench Press & Deadlift Championships,Yes
Mikhail Kharchenko,M,SBD,Wraps,15,13-15,14-18,Pro Teen 14-15,72.9,75,100,110,-120,,110,75,80,87.5,,87.5,145,155,165,,165,362.5,2,264.91,263.57,254.98,53.63,,,,NAP,IPA,2014-05-14,Russia,NVS,Berdsk,Siberian Challenge,Yes
Dmitriy Khnykin,M,SBD,Wraps,41,40-44,40-49,Pro Masters 40-44,100.4,110,220,-230,-240,,220,155,165,170,,170,150,180,,,180,570,1,350.24,346.35,330.78,71.87,,,,NAP,IPA,2020-11-21,Russia,ALT,Barnaul,Eurasian Championships,Yes
Andrey Galayda,M,B,Raw,40,40-44,40-49,Amateur Masters 40-44,85,90,,,,,,185,192.5,197.5,-200,197.5,,,,,,197.5,1,131.59,130.02,124.94,98.01,Yes,Russia,,NAP,IPA,2012-10-07,Russia,SVE,Yekaterinburg,Golden Tiger 6,Yes
Mikhail Komarov,M,SBD,Multi-ply,20.5,20-23,19-23,Pro Juniors 20-23,96,100,240,-260,-260,,240,130,140,-145,,140,190,205,-215,,205,585,1,366.69,362.19,346.27,62.42,,Russia,,NAP,IPA,2012-02-23,Russia,NVS,Berdsk,Russian Championships,Yes
Evgeniy Shilov,M,B,Raw,27,24-34,24-39,Amateur Open,80.2,82.5,,,,,,120,-125,-125,,120,,,,,,120,17,82.62,81.80,78.80,61.35,Yes,Kazakhstan,,NAP,IPA,2016-09-30,Russia,SVE,Yekaterinburg,Golden Tiger 10,Yes
Kirill Samoletov,M,B,Raw,27,24-34,24-39,Amateur Open,70.9,82.5,,,,,,105,-120,-120,,105,,,,,,105,3,78.18,77.93,75.48,57.29,Yes,Russia,,NAP,IPA,2019-08-10,Russia,CHE,Chelyabinsk,Moto Gym III,Yes
Terrence Minty,M,SBD,Raw,28,24-34,24-39,M-O,89.2,90,,,,,240,,,,,165,,,,,292.5,697.5,2,453.05,447.32,428.88,93.14,Yes,England,,BDFPA,WDFPF,2019-07-20,Scotland,,Edinburgh,National Championships,Yes
Johnathan Wrenn,M,SBD,Raw,19,18-19,19-23,M-T3,50.8,52,,,,,142.5,,,,,90,,,,,160,392.5,1,384.44,394.79,389.31,70.39,Yes,USA,,WDFPF,WDFPF,2011-11-12,Scotland,,Glasgow,World Powerlifting Championships,Yes
Dmitriy Shabalin #1,M,B,Single-ply,45,45-49,40-49,O,140,140,,,,,,-300,-315,-315,,,,,,,,,DQ,,,,,,Russia,,Vityaz,,2014-04-05,Russia,MOW,Moscow,CFO Championships,Yes
Vadim Arendaruk,M,B,Raw,30.5,24-34,24-39,PFM,73.6,75,,,,,,90,-100,100,,100,,,,,,100,1,72.62,72.21,69.83,53.48,,Russia,,Vityaz,,2013-12-20,Russia,MOW,Moscow,Cup of Russia,Yes
Anzhela Maksimenko,F,B,Raw,33,24-34,24-39,Amateur Open,59,60,,,,,,-40,42.5,45,,45,,,,,,45,1,50.42,50.83,44.92,39.08,Yes,,,WPF-RUS,WPF,2021-03-27,Russia,MOW,Moscow,40 years of MC AUVD Bench Press Tournament,Yes
Pavel Bezhdanskiy,M,SBD,Wraps,42,40-44,40-49,Amateur Masters 40-44,93.7,100,-145,145,-160,,145,100,105,-107.5,,105,165,177.5,182.5,,182.5,432.5,1,274.19,270.74,259.05,56.37,,,,WPF-RUS,WPF,2019-12-14,Russia,MOW,Moscow,Russian Championships,Yes
Darrin Olipendo,M,SBD,Raw,32,24-34,24-39,MR-O,80.8,83,185,192.5,200,,200,142.5,145,-150,,145,230,240,-250,,240,585,1,401.04,396.90,382.26,82.09,Yes,USA,NV,AMP,IPF,2022-05-01,USA,NV,Reno,Nevada State Championships,Yes
Faith Clough,F,D,Raw,41,40-44,40-49,FR-M1,62.33,63,,,,,,,,,,,105,110,115,,115,115,1,124.50,124.51,109.96,,Yes,USA,FL,AMP,IPF,2023-12-10,USA,FL,Lutz,7th Annual Greater Tampa Classic Open Championships,Yes
Ivan Kozyr,M,SBD,Raw,28,24-34,24-39,O,85.9,90,150,-160,-160,,150,-150,-150,-150,,,,,,,,,DQ,,,,,Yes,Ukraine,,UkrainePA,,2015-06-21,Ukraine,,Odessa,European Cup,Yes
Fabio Tricomi,M,D,Raw,28,24-34,24-39,Open,91.4,100,,,,,,,,,,,270,-290,-290,,270,270,2,173.25,171.04,163.82,,,Italy,,WPC-Italy,WPC,2016-11-11,Italy,,Piacenza,Primo Coppa Nazionale,Yes
Jasmine Waiari,F,SBD,Raw,54.5,50-54,50-59,Masters 2,79.3,84,-110,110,-120,,110,75,80,-81,,80,150,160,167.5,,167.5,357.5,1,338.34,328.73,288.43,69.14,Yes,New Zealand,,NZPF,IPF,2015-07-13,New Zealand,AKL,Auckland,National Powerlifting Championships,Yes
Elsie Murray,F,SBD,Raw,24,24-34,24-39,Open,66.14,69,130,140,-145,,140,65,70,-72.5,,70,170,180,-192.5,,180,390,5,407.43,403.95,356.46,82.79,Yes,,,NZPF,IPF,2022-08-01,New Zealand,MWT,Palmerston North,New Zealand Championships,Yes
Catherine Menzies,F,B,Single-ply,52,50-54,50-59,Masters 2,54.9,57,,,,,,65,70,72.5,,72.5,,,,,,72.5,1,85.15,86.64,76.67,48.13,Yes,New Zealand,,NZPF,IPF,2013-09-03,New Zealand,CAN,Christchurch,New Zealand Bench Press Championships,Yes
Noel Frank,M,SBD,Raw,,,50-59,Masters 2,86.45,93,220,230,237.5,,237.5,110,122.5,130,,130,185,210,225,,225,592.5,1,391.18,386.39,370.99,80.36,Yes,New Zealand,,NZPF,IPF,2011-04-16,New Zealand,BOP,Tauranga,WBOP Championships,Yes
Erin Feldman,F,SBD,Raw,26.5,24-34,24-39,Open,56.2,57,65,-70,70,,70,52.5,55,-57.5,,55,92.5,100,-105,,100,225,5,260.19,264.00,233.50,53.35,Yes,,,NZPF,IPF,2015-04-11,New Zealand,AKL,Auckland,Auckland Powerlifting Championships,Yes
Eliza Madjarska,F,SBD,Raw,,,,Open,55.3,56,100,105,110,,110,60,-65,-65,,60,115,122.5,130,,130,300,2,350.66,356.48,315.41,72.02,,,,WRPF-Bulgaria,WRPF,2023-05-12,Bulgaria,,Sofia,Maytime Mayhem,Yes
Shirley Gaens,F,SBD,Raw,18,18-19,14-18,Open,75.3,76,120,127.5,132.5,,132.5,55,60,62.5,,62.5,115,122.5,-130,,122.5,317.5,5,308.59,301.08,264.80,62.87,Yes,Belgium,,VGPF,IPF,2023-09-16,Belgium,,Lokeren,Interclub 3,Yes
Aleksandr Anokhin,M,D,Raw,34,24-34,24-39,Open,74.92,75,,,,,,,,,,,200,-215,,,200,200,1,143.58,142.62,137.81,,,Russia,,RPU,,2018-05-09,Russia,,Kanevskaya,Kanevsky Victory Cup,Yes
Roman Mokin,M,SBD,Raw,48,45-49,40-49,Masters 45-49,88.4,90,145,150,160,,160,140,145,-150,,145,180,190,200,,200,505,2,329.53,325.40,312.11,67.73,Yes,Russia,,IPL,IPL,2022-05-14,Russia,MOW,Dolgoprudny,European Championships & Olympia Qualifier,Yes
Snezhana Tripadush,F,SBD,Raw,41,40-44,40-49,Open,55.3,56,75,82.5,-87.5,,82.5,40,-45,-45,,40,100,107.5,112.5,,112.5,235,4,274.68,279.24,247.07,56.42,Yes,,,RPU,,2022-02-26,Russia,VLG,Veliky Ustyug,Veliky Ustyug Championships,Yes
Filipp Bystrov,M,SBD,Wraps,29,24-34,24-39,Open,98.95,100,190,220,-240,,220,175,-182.5,-182.5,,175,230,-255,-255,,230,625,2,386.47,382.00,364.92,79.35,,Russia,,RPU,,2020-10-03,Russia,LEN,St. Petersburg,European Cup,Yes
Vitaliy Nikolaev,M,SBD,Raw,33.5,24-34,24-39,Open,87.4,90,240,255,265,,265,-180,190,200,,200,-280,280,-300,,280,745,1,489.03,482.96,463.48,100.49,,Russia,,RPU,,2016-11-04,Russia,NVS,Novosibirsk,Russian Championships,Yes
Leonid Zagudaev,M,B,Raw,16,16-17,14-18,Teen,65.8,67.5,,,,,,90,97.5,102.5,,102.5,,,,,,102.5,1,80.49,80.68,78.41,58.23,,Russia,,IPL,IPL,2019-03-15,Russia,SAM,Samara,Eurasian Cup,Yes
Anna Bakhchagulian,F,B,Raw,24,24-34,24-39,Open,65,67.5,,,,,,-67.5,-67.5,,,,,,,,,,DQ,,,,,Yes,Russia,,IPL,IPL,2017-12-15,Russia,,Dolgoprudnyy,World Cup,Yes
Mikhail Asafev,M,B,Raw,25,24-34,24-39,Open,91.9,100,,,,,,162.5,-170,-170,,162.5,,,,,,162.5,2,103.99,102.67,98.31,77.55,Yes,,,RPU,,2015-11-15,Russia,SAM,Togliatti,Great Power Tournament,Yes
Sergey Frolov,M,B,Raw,30,24-34,24-39,Open,100.6,,,,,,,135,142.5,150,,150,,,,,,150,2,92.09,91.07,86.98,68.52,,Russia,,RPU,,2016-08-08,Russia,,Novosokolniki,Novosokolniki Championships,Yes
Sergey Sidorov,M,SBD,Wraps,23,20-23,19-23,Juniors 20-23,78.3,82.5,150,170,-180,,170,90,,,,90,150,160,,,160,420,1,293.35,290.71,280.38,59.89,Yes,Russia,,RPU,,2017-10-07,Russia,VGG,Volzhsky,Russian Championships,Yes
Nikolay Emanuylov,M,D,Raw,36,35-39,24-39,Open,65.4,67.5,,,,,,,,,,,-150,-150,150,,150,150,1,118.33,118.67,115.36,,Yes,,,RPU,,2020-03-13,Russia,SAM,Samara,Eurasian Cup,Yes
Valentina Sorokovikova,F,D,Raw,36,35-39,24-39,Open,59.1,60,,,,,,,,,,,90,-97.5,-102.5,,90,90,1,100.73,101.52,89.72,,Yes,,,RPU,,2020-11-15,Russia,VGG,Volzhsky,Ice Hammer 5,Yes
Igor Pashkov,M,BD,Raw,31,24-34,24-39,Open,81.2,82.5,,,,,,130,135,-137.5,,135,230,235,240,,240,375,1,256.34,253.65,244.24,,Yes,Russia,,RPU,,2017-11-11,Russia,,Yaroslavl,Yaroslavl White Stone Tournament,Yes
Dmitriy Nechaev,M,B,Raw,33,24-34,24-39,Open,79.4,82.5,,,,,,130,137.5,145,,145,,,,,,145,4,100.43,99.47,95.87,74.52,Yes,,,IPL,IPL,2016-04-21,Russia,MOW,Dolgoprudnyy,European Powerlifting Championships,Yes
Uwe Schwaier,M,SBD,Wraps,,55-59,,M 55-59,86.9,90,-160,160,,,160,75,85,95,,95,160,175,190,,190,445,1,292.99,289.38,277.78,60.20,,Germany,,UPC-Germany,UPC,2015-10-03,Germany,,Altenberg,Offene Süddeutsche Meisterschaft,Yes
Enzo Ivan Acevedo,M,S,Raw,18,18-19,14-18,Pro Teen,65,67.5,155,165,-172.5,,165,,,,,,,,,,,165,1,130.77,131.21,127.59,,,Argentina,,WRPF-Argentina,WRPF,2020-12-19,Argentina,,,Power Leage 10 - Advanced Clausura,Yes
Thibault Auguste,M,D,Raw,21,20-23,19-23,M-JR,57.4,60,,,,,,,,,,,135,142.5,150,,150,150,1,131.41,133.33,130.53,,Yes,France,,FSFA,WDFPF,2020-02-16,France,,Oissel,National Final,Yes
Francisco Tomás Guzmán Fernández,M,SBD,Raw,22.5,20-23,19-23,SNR,115.99,120,215,-230,235,,235,105,115,-120,,115,215,230,245,,245,595,3,345.69,344.95,330.29,70.21,Yes,,,AEP,IPF,2019-07-27,Spain,,Linares,Open de Andalucia de Powerlifting y Press Banca Raw,Yes
Lorena Torrente Estringana,F,D,Raw,17.5,18-19,14-18,SBJ,59.7,63,,,,,,,,,,,95,100,-105,,100,100,3,111.21,111.92,98.90,,Yes,,,AEP,IPF,2016-12-10,Spain,,Finestrat,XV Campeonato de España de Peso Muerto,Yes
Stefan Joseph Ladovic,M,SBD,Raw,22.5,20-23,19-23,JUN,73.69,74,130,-137.5,137.5,,137.5,80,-85,85,,85,162.5,170,-180,,170,392.5,8,284.81,283.18,273.82,57.75,Yes,,,AEP,IPF,2022-03-05,Spain,,,I Campeonato Entrena Intenso,Yes
Stephanie Comfort,F,SBD,Raw,33,24-34,24-39,Open,77.4,82.5,75,85,100,,100,55,62.5,-67.5,,62.5,100,110,120,,120,282.5,2,270.67,263.45,231.43,55.23,,,,WRPF-AUS,WRPF,2023-11-18,Australia,VIC,Melbourne,Power of Women III,Yes
Stephen Pritchard,M,B,Single-ply,39.5,35-39,40-49,Open,123.5,125,,,,,,-267.5,270,-277.5,,270,,,,,,270,3,153.61,154.24,147.73,78.66,Yes,Australia,,OceaniaPF,IPF,2010-02-13,New Zealand,CAN,Christchurch,Oceania Bench Press Championships,Yes
Neal Ortiz,M,B,Raw,49,45-49,50-59,Masters 45-49,129.5,140,,,,,,185,190,195,202.5,195,,,,,,195,1,109.32,110.37,105.45,79.69,,USA,CO,WRPF,WRPF,2021-05-22,USA,CO,Wheat Ridge,Equinox Not Quite Over the Hill,Yes
Francisco Moreno #4,M,SBD,Raw,29,24-34,24-39,Open,89.8,90,230,240,-245,,240,170,182.5,190,,190,250,265,272.5,,272.5,702.5,1,454.75,448.98,430.35,93.49,,USA,,WRPF,WRPF,2023-11-18,USA,WY,,Beatdown and Barbells,Yes
Aidan Smith #2,M,SBD,Raw,18,18-19,19-23,Open,89.6,90,220,230,237.5,,237.5,145,152.5,-160,,152.5,267.5,280,-287.5,,280,670,1,434.20,428.70,410.94,89.27,,USA,IL,WRPF,WRPF,2023-03-18,USA,IL,Carol Stream,Surges Iron Rebellion II,Yes
Alex Skinner,M,SBD,Wraps,30,24-34,24-39,Open,106.55,110,250,272.5,-280,,272.5,177.5,-187.5,192.5,,192.5,250,275,-290,,275,740,1,443.69,439.97,420.20,90.74,,USA,,WRPF,WRPF,2021-03-27,USA,NV,Las Vegas,FQ Classic,Yes
Gabby Marks,F,SBD,Raw,18,18-19,19-23,Open,81.8,82.5,137.5,145,150,,150,77.5,82.5,-87.5,,82.5,145,152.5,157.5,,157.5,390,1,363.47,352.56,308.78,74.44,Yes,USA,DE,WRPF,WRPF,2023-02-25,USA,MD,,Second Annual Chiseled Life Challenge,Yes
John Mannion,M,B,Raw,22,20-23,19-23,Open,81.15,82.5,,,,,,115,122.5,-125,,122.5,,,,,,122.5,2,83.77,82.89,79.82,62.25,Yes,,,IDFPA,,2018-01-01,Ireland,,,Single Lifts,Yes
Christian Sepúlveda Jaque,M,B,Raw,24,24-34,24-39,Open,99,100,,,,,,160,167.5,172.5,,172.5,,,,,,172.5,1,106.64,105.41,100.70,79.40,,Chile,,GPA,GPA,2019-11-07,Brazil,,Florianopolis,World Championships,Yes
Viktor Shulyak,M,SBD,Wraps,49,45-49,40-49,Masters 45-49,86.1,90,200,210,215,,215,145,150,155,,155,210,220,230,,230,600,1,396.99,392.16,376.60,81.54,,Ukraine,,GPA,GPA,2014-11-08,Ukraine,,Kyev,World Cup,Yes
Yuan Li,M,SBD,Raw,34.5,24-34,24-39,O,99.4,100,190,210,-225,,210,120,-130,130,,130,210,225,235,,235,575,2,354.85,350.79,335.08,72.85,,China,,ChinaPA,GPA,2021-11-15,China,GD,Guangzhou,Peak of Strength Championships,Yes
Nathan Baxter #1,M,B,Raw,35.5,35-39,24-39,Open,159.6,120+,,,,,,200,-210,,,200,,,,,,200,2,105.80,109.68,102.96,75.57,Yes,Australia,,CommonwealthPF,IPF,2013-12-05,New Zealand,AKL,Auckland,Commonwealth & Oceania Championships,Yes
Mike Wolfley,M,B,Multi-ply,,24-34,24-39,Open,90,90,,,,,,,,,,326.59,,,,,,326.59,1,211.17,208.49,199.82,110.17,,,,SSA,,2008-03-08,USA,PA,Bradford,Beast of the Northeast,Yes
Thierry Mathieu,M,B,Raw,52,50-54,50-59,M-M3,82.3,82.5,,,,,,125,130,-135,,130,,,,,,130,1,88.18,87.21,83.93,65.58,Yes,France,,WDFPF,WDFPF,2013-06-28,Belgium,,Antwerp,World Single Lift Championships,Yes
Trisha Forbes,F,B,Raw,60,60-64,60-69,F-M5,69.2,70,,,,,,40,42.5,-45,,42.5,,,,,,42.5,1,43.26,42.62,37.58,33.85,Yes,UK,,WDFPF,WDFPF,2023-06-02,Italy,,,World Single Lift Championships,Yes
Louis Malotteau,M,B,Single-ply,15.5,16-17,14-18,M-T2,98.1,100,,,,,,,,,,102.5,,,,,,102.5,1,63.62,62.87,60.07,32.91,Yes,Belgium,,WDFPF,WDFPF,2002-11-22,Italy,,Capiago Intimiano,World Single Event Championships,Yes
Louise Miller,F,SBD,Raw,68,65-69,60-69,F-M6,62.2,63,,,,,65,,,,,45,,,,,102.5,212.5,1,230.34,230.44,203.52,46.88,Yes,USA,,WDFPF,WDFPF,2017-11-03,USA,MA,Rockland,World Powerlifting Championships,Yes
Ashley Sinclair,M,B,Raw,58,55-59,50-59,M-M4,79.8,82.5,,,,,,120,-132.5,-132.5,,120,,,,,,120,1,82.87,82.05,79.07,61.51,Yes,England,,WDFPF,WDFPF,2008-10-12,Belgium,,Merkem,World Single Event Championships,Yes
Layne Norton,M,SBD,Raw,28,24-34,24-39,M-MW,98.6,100,245,265,-272.5,,265,150,160,165,,165,297.5,-320,-320,,297.5,727.5,10,450.56,445.29,425.42,92.52,,USA,,RUPC,,2010-01-30,USA,FL,Tampa,Raw Unity III,Yes
Stefan Westerholm,M,SBD,Single-ply,20.5,20-23,19-23,Juniors,90,90,,,,,230,,,,,180,,,,,235,645,2,417.06,411.76,394.64,71.17,Yes,Finland,,NordicPF,IPF,2001-04-21,Norway,,Vestfold,Nordic Sub-Juniors & Juniors Powerlifting Championships,Yes
Logan Usmani,M,SBD,Wraps,24,24-34,24-39,Open,88.68,90,,,,,249.48,,,,,138.35,,,,,281.23,669.05,1,435.87,430.39,412.75,89.60,,USA,,MM,,2018-03-05,USA,PA,Allentown,UA Northeast Powerbowl V,Yes
Donald Carter,M,B,Raw,71,70-74,70-999,M7-U,116.21,125,,,,,,147.5,170,182.5,,182.5,,,,,,182.5,1,105.96,105.75,101.26,78.07,,USA,WV,365Strong,,2024-06-29,USA,NC,Winston-Salem,Fuel Fitness Iron Clash,Yes
Lucas Pribble,M,B,Multi-ply,26,24-34,24-39,O-T,91.6,100,,,,,,300,325,332.5,,332.5,,,,,,332.5,1,213.12,210.41,201.50,110.97,Yes,USA,VA,365Strong,,2022-01-22,USA,NC,Charlotte,New Year Power Bash,Yes
Susanne Soydan,F,B,Raw,,,,Open,59.38,63,,,,,,70,-75,-75,,70,,,,,,70,1,78.11,78.67,69.52,60.54,Yes,,,NSF,IPF,2019-11-30,Norway,,Spikkestad,Åpent stevne Benk-cup,Yes
Truls Nygaard,M,B,Single-ply,,,40-49,Masters 40-49,121.3,125,,,,,,170,180,-182.5,,180,,,,,,180,1,103.01,103.23,98.92,52.76,Yes,Norway,,NSF,IPF,1998-10-10,Norway,,Grunerløkka,Seriestevne,Yes
Martin Pedersen Kinn,M,SBD,Raw,,24-34,24-39,Open,79.8,83,170,185,192.5,,192.5,102.5,112.5,117.5,,117.5,210,235,-250,,235,545,G,376.36,372.66,359.11,76.96,Yes,,,NSF,IPF,2023-06-10,Norway,,Askim Treningssenter,Askim SK Sommerstevne Askim,Yes
Ann Kristin Olsen,F,B,Raw,53.5,50-54,50-59,Masters 50-59,56.85,57,,,,,,72.5,80,-82.5,,80,,,,,,80,1,91.81,93.02,82.26,71.28,Yes,Norway,,NSF,IPF,2021-11-27,Norway,,Drammen,NM benkpress utstyrsfritt,Yes
Peder Røsnes Ellefsrud,M,SBD,Raw,17.5,18-19,14-18,Teen 14-18,105.2,120,190,200,210,,210,97.5,105,110,,110,200,210,220,,220,540,1,325.42,322.46,307.93,66.61,Yes,,,NSF,IPF,2015-11-04,Norway,,Brumunddal,Klubbstevne,Yes
Ole Henrik Sandbo,M,B,Single-ply,,,,Open,95.89,105,,,,,,190,200,205,,205,,,,,,205,1,128.57,126.98,121.41,66.64,Yes,Norway,,NSF,IPF,2020-01-18,Norway,,Drammen,Benkpress-cup stevne 1,Yes
Stine Hamre,F,SBD,Raw,23.5,24-34,24-39,Open,82,84,167.5,177.5,-182.5,,177.5,95,100,102.5,,102.5,175,185,-187.5,,185,465,4,432.85,419.82,367.63,88.67,Yes,Norway,,NSF,IPF,2019-06-27,Norway,,Stavanger,NM styrkeløft utstyrsfritt,Yes
Vebjørn Askeland,M,SBD,Raw,22.5,20-23,19-23,Juniors 19-23,90.9,93,195,205,215,,215,140,150,-157.5,,150,230,240,-250,,240,605,7,389.25,384.30,368.16,80.04,Yes,,,NSF,IPF,2018-04-26,Norway,,Askim,NM Ungdom Junior Veteran Utstyrsfritt,Yes
Joachim Teleb,M,B,Raw,,,19-23,Juniors 19-23,95.75,105,,,,,,125,140,-150,,140,,,,,,140,1,87.86,86.78,82.97,65.49,Yes,,,NSF,IPF,2022-06-11,Norway,,Gressvik,Klubbmesterskap,Yes
Kurt Stangenes,M,SBD,Single-ply,,50-54,50-59,Masters 50-59,75.4,82.5,180,185,-190,,185,115,120,-125,,120,205,212.5,,,212.5,517.5,2,370.01,367.39,354.91,63.37,Yes,,,NSF,IPF,2008-12-13,Norway,,Hommersåk,Klubbstevne,Yes
Vetle Valentinsen,M,SBD,Single-ply,30.5,24-34,24-39,Open,92.1,93,220,-230,-230,,220,-170,170,-182.5,,170,200,215,-227.5,,215,605,4,386.75,381.83,365.59,65.95,Yes,,,NSF,IPF,2021-06-26,Norway,,Askim,NM styrkeløft utstyr,Yes
Øystein Løndalen,M,B,Single-ply,46.5,45-49,40-49,Masters 40-49,125,125,,,,,,190,195,202.5,,202.5,,,,,,202.5,1,114.77,115.39,110.43,58.76,Yes,,,NSF,IPF,2010-10-10,Norway,,Askim,Sydnorsk benkpress,Yes
Halvard Seim,M,SBD,Single-ply,,,,Open,116,125,230,-250,252.5,,252.5,-190,190,-205,,190,270,300,315,,315,757.5,1,440.09,439.14,420.49,74.19,Yes,,,NSF,IPF,2010-12-11,Norway,,Vestlund park,Åpent julestevne,Yes
Amandine Malrieu,F,D,Raw,33,24-34,24-39,F_SR_WPC,66.6,67.5,,,,,,,,,,,105,115,-125,,115,115,1,119.65,118.51,104.57,,,France,,WPC-France,WPC,2016-04-09,France,,Garons,Finale Nationale,Yes
Christopher Hettema,M,SBD,Raw,30,24-34,24-39,Open,102,102,,,,,,,,,,,,,,,,,DQ,,,,,,USA,NJ,USSF,,2023-03-26,USA,,,Powerlifting Winter Challenge,Yes
Kristóf Bence Budai,M,D,Raw,18,18-19,19-23,MT,86.5,90,,,,,,,,,,,190,,,,190,190,2,125.40,123.87,118.93,,,Hungary,,HPC,WPC,2018-05-11,Hungary,,Füzesgyarmat,Magyar Professzionális Erőemelő Liga Kupa,Yes
