Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Theo Serrano,M,SBD,Single-ply,,,,Boys,55.16,55.7,,,,,108.86,,,,,45.36,,,,,142.88,297.1,2,269.51,274.52,269.40,45.63,Yes,,,THSPA,,2013-02-23,USA,TX,Mabank,Mabank Invitational,Yes
Ben Munoz,M,SBD,Single-ply,,,,Boys,72.53,74.8,,,,,145.15,,,,,95.25,,,,,167.83,408.23,7,299.34,297.92,288.27,51.26,Yes,,,THSPA,,2011-02-19,USA,TX,Lake Belton Middle School,Belton Boys Invitational,Yes
Hunter Bagley,M,SBD,Single-ply,,16-17,,Boys,89.99,99.7,,,,,163.29,,,,,104.33,,,,,181.44,449.06,7,290.38,286.69,274.77,49.56,Yes,,,THSPA,,2015-02-14,USA,TX,Iowa Park,Mean Green Invitational,Yes
Daniel Rodriguez #13,M,SBD,Single-ply,,18-19,,Boys,56.7,59.8,,,,,122.47,,,,,79.38,,,,,133.81,335.66,7,297.19,301.90,295.78,50.42,Yes,,,THSPA,,2020-01-16,USA,TX,Lake Worth,Lake Worth Meet,Yes
Matthew Bolden,M,SBD,Single-ply,,,,Boys,87.09,89.8,,,,,226.8,,,,,127.01,,,,,190.51,544.31,4,357.96,353.54,339.33,61.15,Yes,,,THSPA,,2022-01-27,USA,TX,Corrigan-Camden,Bulldog Nation Invitational,Yes
Jaden Linares,M,SBD,Single-ply,,,,Boys,88.45,89.8,,,,,97.52,,,,,79.38,,,,,111.13,288.03,2,187.90,185.54,177.96,32.09,Yes,,,THSPA,,2021-01-28,USA,TX,Cotulla,Cotulla Boys Invitational,Yes
Marshall Davis,M,SBD,Single-ply,,,,Boys,91.9,99.7,,,,,102.06,,,,,70.31,,,,,149.69,322.05,13,206.09,203.47,194.83,35.14,Yes,,,THSPA,,2010-01-23,USA,TX,Midway,Midway Powerlifting Meet,Yes
Xavier Robertson,M,SBD,Single-ply,15.5,16-17,14-18,Boys,95.25,99.7,,,,,181.44,,,,,131.54,,,,,195.04,508.02,8,319.60,315.63,301.83,54.42,Yes,,,THSPA,,2014-01-18,USA,TX,Forney,Forney Invitational,Yes
Ivan Rodriguez,M,SBD,Single-ply,,,,Boys,73.84,74.8,,,,,176.9,,,,,113.4,,,,,172.37,462.66,8,335.28,333.31,322.27,57.42,Yes,USA,,THSPA,,2013-02-16,USA,TX,Los Fresnos,Los Fresnos Invitational,Yes
Carson Sarrett,M,SBD,Single-ply,,16-17,,Boys,133.49,124.7+,,,,,181.44,,,,,90.72,,,,,142.88,415.04,6,230.58,233.67,222.84,38.62,Yes,,,THSPA,,2020-01-11,USA,TX,Princeton,Official Princeton Invitational,Yes
Presley Hawkins,M,SBD,Single-ply,,,,Boys,112.22,124.7,,,,,138.35,,,,,86.18,,,,,131.54,356.07,13,209.33,208.30,199.22,35.35,Yes,,,THSPA,,2020-01-21,USA,TX,Rains,Rains Invitational,Yes
Jesse Portillo,M,SBD,Single-ply,,,,Boys,64.77,67.1,,,,,124.74,,,,,52.16,,,,,142.88,319.78,7,254.11,255.05,248.06,43.41,Yes,USA,,THSPA,,2022-01-15,USA,TX,Ward County Event Center,Sandhills Invitational,Yes
Raul Gama,M,SBD,Single-ply,,,,Boys,77.56,82.1,,,,,102.06,,,,,77.11,,,,,156.49,335.66,13,235.80,233.79,225.57,40.38,Yes,,,THSPA,,2010-01-25,USA,TX,WEST BROOK HIGH SCHOOL,WEST BROOK INVITATIONAL,Yes
Hayden Davis,M,SBD,Single-ply,,,,Boys,105.91,109.7,,,,,190.51,,,,,117.93,,,,,172.37,480.81,3,288.97,286.45,273.56,48.95,Yes,USA,,THSPA,,2011-02-10,USA,TX,Boswell,BOSWELL INVITATIONAL MEET,Yes
Vicente Meza,M,SBD,Single-ply,,,,Boys,113.85,124.7,,,,,213.19,,,,,167.83,,,,,210.92,591.94,1,346.19,344.89,330.01,58.42,Yes,,,THSPA,,2022-01-28,USA,TX,,Charger Classic 1,Yes
Isaac Camacho,M,SBD,Unlimited,,,,Boys,55.34,55.7,,,,,183.7,,,,,106.59,,,,,174.63,464.93,14,420.53,428.21,420.14,71.22,Yes,,,THSPA,,2024-03-23,USA,TX,Abilene,Boys State Meet,Yes
Isaac Ortega,M,SBD,Single-ply,,,,Boys,60.1,67.1,,,,,131.54,,,,,79.38,,,,,124.74,335.66,5,282.92,285.84,279.10,48.18,Yes,,,THSPA,,2015-02-06,USA,TX,Cooper,Abilene Cooper Powerlifting Meet,Yes
Matua Mauga,M,SBD,Single-ply,,16-17,,Boys,63.5,67.1,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,,THSPA,,2018-01-20,USA,TX,Princeton Indoor Facility,Princeton Panther Invitational,Yes
Lesley Manester,F,SBD,Single-ply,41.5,40-44,40-49,Women,55,56,115,125,132.5,,132.5,67.5,72.5,75,,75,125,145,152.5,,152.5,360,1,422.32,429.60,380.15,70.61,Yes,England,SE,BAWLA,IPF,1997-04-19,England,,Birmingham,British Masters Championships,Yes
Andy Kuttiner,M,SBD,Single-ply,,,,M-E-Open,81.5,82.5,,,,,190,,,,,127.5,,,,,240,557.5,3,380.29,376.24,362.22,65.07,Yes,,,BAWLA,IPF,1983-05-08,UK,,Milton Keynes,South Midlands Senior Powerlifting Championships,Yes
Donald Giblin,M,SBD,Single-ply,20.5,20-23,19-23,Juniors,82.5,82.5,,,,,215,,,,,142.5,,,,,230,587.5,1,397.97,393.57,378.69,68.08,Yes,New Zealand,,OceaniaPF,IPF,1998-12-04,New Zealand,HKB,Napier,Oceania Championships,Yes
Ken Chandler,M,SBD,Single-ply,21.5,20-23,19-23,Open,90,90,,,,,255,,,,,142.5,,,,,267.5,665,1,429.99,424.53,406.87,73.38,Yes,Australia,,PA,IPF,1998-05-03,Australia,QLD,Brisbane,Australian Juniors/Masters & Queensland Intervarsity & PNG/Nauru Invitational,Yes
Regina Haas,F,B,Single-ply,32,24-34,24-39,Open,67.5,67.5,,,,,,,,,,105,,,,,,105,1,108.40,107.17,94.53,60.82,Yes,Germany,,BVDG,IPF,1994-10-01,Germany,,Amberg,Bayerische Meisterschaften im Bankdrücken,Yes
Renate Franke,F,B,Single-ply,36.5,35-39,24-39,Open,59.6,60,,,,,,82.5,85,87.5,,87.5,,,,,,87.5,1,97.41,98.06,86.65,54.75,Yes,,,BVDG,IPF,1988-12-01,West Germany,,,Deutschen Meisterschaften im Bankdrücken,Yes
Wayne Cormier,M,SBD,Single-ply,34,24-34,24-39,O,90,90,,,,,242.5,,,,,152.5,,,,,240,635,5,410.59,405.38,388.52,70.07,Yes,Canada,,WDFPF,WDFPF,1997-10-10,England,,Reading,World Powerlifting Championships,Yes
Dan Crowley,M,S,Single-ply,,35-39,24-39,Open,,125+,,,,,367.41,,,,,,,,,,,367.41,1,,,,,,,,USPF,IPF,1989-11-05,USA,FL,Lakeland,Florida Squat Championships,Yes
Richard Burke,M,B,Raw,,,,Open,75,75,,,,,,,,,,129.27,,,,,,129.27,3,92.74,92.11,89.00,68.45,,,,USPF,IPF,1984-09-29,USA,MD,Indianhead,Potomac Open Bench Press,Yes
Emanuel Montgomery,M,SBD,Single-ply,53.5,50-54,50-59,M-M2a,67.5,67.5,,,,,24.95,,,,,24.95,,,,,263.08,312.98,1,241.23,241.31,234.24,41.26,Yes,,,USAPL,IPF,1997-12-13,USA,WA,Seattle,Wild Animal West Coast,Yes
Howard Burgess,M,SBD,Single-ply,18.5,18-19,,High School,67.5,67.5,,,,,,,,,,,,,,,,424.11,4,326.88,327.00,317.41,55.91,,,,MHSPLA,,1984-04-14,USA,MI,Saginaw,Michigan High School,Yes
Tony Weiss Jr,M,B,Raw,44.5,40-44,40-49,R Open,100,100,,,,,,,,,,136.08,,,,,,136.08,3,83.76,82.82,79.10,62.34,Yes,,,AAU,,2000-06-10,USA,PA,Catasauqua,Suburban North YMCA BP/DL,Yes
Scott Hurlburt,M,SBD,Single-ply,,,,Open,100,100,,,,,215,,,,,145,,,,,227.5,587.5,7,361.62,357.55,341.50,61.44,,,,USPF,IPF,1984-12-16,USA,AZ,Tuscon,State Championships,Yes
Dan Meyer,M,SBD,Multi-ply,,,,Teen 16-17,100,100,,,,,272.16,,,,,120.2,,,,,226.8,619.15,1,381.10,376.81,359.89,64.75,,,,IPA,,1998-03-07,USA,OH,Avon Lake,Larry Pacifico Dedication Meet,Yes
B. Pierce,M,D,Raw,,,,Novice,67.5,67.5,,,,,,,,,,,,,,,197.31,197.31,3,152.08,152.13,147.67,,,,,USPF,IPF,1979-11-10,USA,OR,Princeville,Deadlift Meet,Yes
J. Sanders,M,SBD,Single-ply,,,,Open,82.5,82.5,,,,,167.83,,,,,156.49,,,,,204.12,528.44,6,357.96,354.01,340.62,61.24,,USA,,USPF,IPF,1981-05-30,USA,WI,Atkinson,Class III Novice,Yes
Vito DiMaio,M,SBD,Single-ply,,,,Novice,90,90,,,,,150,,,,,137.5,,,,,160,447.5,2,289.35,285.68,273.80,49.38,Yes,,,ADFPA,,1993-02-20,USA,HI,Kailua-Kona,Hawaii Championships,Yes
Bob Kincaid,M,SBD,Single-ply,,,,Open,110,110,,,,,317.51,,,,,247.21,,,,,322.05,886.77,2,525.20,521.86,498.77,88.79,,,,USPF,IPF,1985-10-26,USA,WI,Madison,Badger State Championships,Yes
Jack Tice,M,SBD,Single-ply,16.5,16-17,14-18,Open,67.5,67.5,,,,,151.95,,,,,111.13,,,,,179.17,442.25,7,340.86,340.98,330.99,58.31,,USA,,USPF,IPF,1983-12-03,USA,ID,Nampa,Gem State Open,Yes
Nicholas Poppell,M,D,Single-ply,,18-19,,Teen 16-19,90,90,,,,,,,,,,,,,,,215,215,3,139.02,137.25,131.55,,Yes,,,WABDL,,2002-05-18,USA,AL,Gadsen,Riverfest BP & DL,Yes
George Cole #4,M,SBD,Single-ply,,,,Open,,125+,,,,,210,,,,,155,,,,,242.5,607.5,5,,,,,,,,USPF,IPF,1985-07-13,USA,TX,Austin,Texas Grande,Yes
S. Butch,M,SBD,Single-ply,,,,Open,82.5,82.5,,,,,145.15,,,,,97.52,,,,,170.1,412.77,6,279.61,276.52,266.06,47.83,,,,USPF,IPF,1983-05-14,USA,AK,Eielson AFB,Alaska State Championships,Yes
Luke Iams,M,SBD,Single-ply,,45-49,,Masters 45-49,,125+,,,,,282.5,,,,,210,,,,,195,687.5,2,,,,,,USA,,USPF,IPF,1996-05-10,USA,OH,Dayton,Master's Nationals,Yes
Jerry Crockett,M,SBD,Single-ply,,18-19,14-18,Open,90,90,,,,,204.12,,,,,136.08,,,,,238.14,578.33,6,373.95,369.20,353.84,63.82,,,,USPF,IPF,1980-12-14,USA,OH,Huron,American Cup,Yes
C. Page,M,BD,Raw,,,,Club,72.57,72.5,,,,,,,,,,86.18,,,,,158.76,244.94,3,179.54,178.68,172.89,,,,,USA-UA,,1981-05-16,USA,NJ,Glassboro,Wade's Euphorium Power Meet,Yes
Monkee Caldwell,F,SBD,Single-ply,,,24-39,Open,60,60,,,,,,,,,,,,,,,,312.98,1,346.95,348.94,308.30,58.13,,,,USMilAbroad,,1982-08-14,Italy,,Piancavallo,Piancavallo Powerlifting,Yes
R. Clark #11,M,SBD,Single-ply,,,,Masters & Novice,100,100,,,,,242.5,,,,,155,,,,,252.5,650,2,400.09,395.58,377.83,67.97,,,,USPF,IPF,1990-11-17,USA,WV,Parkersburg,Mountaineer Open,Yes
Mark Thompson #7,M,SBD,Single-ply,,,,Open,75,75,,,,,222.5,,,,,142.5,,,,,232.5,597.5,4,428.66,425.75,411.38,73.41,,,,USPF,IPF,1983-02-12,USA,MN,Edina,Minnesota State Championships,Yes
S. Hill #9,M,B,Raw,,,,Open,,110+,,,,,,,,,,151.95,,,,,,151.95,1,,,,,,,,USA-UA,,1980-01-26,USA,MD,Baltimore,Colossus Bench Press Contest,Yes
Mike Zorbaugh,M,SBD,Single-ply,,,,Open,75,75,,,,,240,,,,,142.5,,,,,235,617.5,2,443.01,440.01,425.15,75.87,,,,APF,WPC,1987-10-31,USA,WV,Parkersburg,Mountaineer Open,Yes
N. Johnson,F,B,Multi-ply,,,,Pro Submasters 33-39,82.5,82.5,,,,,,,,,,90.72,,,,,,90.72,1,84.20,81.65,71.47,47.70,,,,IPA,,1999-05-22,Canada,,Brossard,World Tour BP/DL,Yes
James Barlow,M,SBD,Single-ply,,40-44,40-49,Masters 40-44,82.5,82.5,,,,,195,,,,,160,,,,,225,580,1,392.89,388.55,373.86,67.21,,USA,,USPF,IPF,1989-03-04,USA,AR,El Dorado,Greater Arkansas Open,Yes
D. Flannery,M,B,Single-ply,,,,Open,82.5,82.5,,,,,,,,,,131.54,,,,,,131.54,4,89.10,88.12,84.79,47.02,,,,USPF,IPF,1993-02-27,USA,OK,Norman,Oklahoma State,Yes
Victor Cullers,M,SBD,Single-ply,,,,Junior & Senior,82.5,82.5,,,,,255,,,,,140,,,,,255,650,1,440.31,435.44,418.98,75.33,Yes,,,NASA,,1991-04-20,USA,TX,Dallas,High School Nationals,Yes
R. Wolford,M,SBD,Single-ply,,,,Junior,75,75,,,,,172.37,,,,,122.47,,,,,208.65,503.49,3,361.21,358.77,346.66,61.86,,,,USPF,IPF,1980-01-19,USA,OH,Cleveland,Lake Erie District,Yes
John Morgan,M,SBD,Single-ply,,,,Open,90,90,,,,,272.16,,,,,165.56,,,,,265.35,703.07,6,454.61,448.84,430.16,77.58,Yes,USA,,ADFPA,,1985-04-13,USA,PA,Wilkes-Barre,North Americans,Yes
John Killin,M,SBD,Single-ply,,,,Open,82.5,82.5,,,,,245,,,,,132.5,,,,,250,627.5,3,425.06,420.37,404.48,72.72,,USA,,USPF,IPF,1984-02-18,USA,CA,Hacienda Heights,California State Men's,Yes
Heidi Wear,F,SBD,Single-ply,,,,Open,53,53,,,,,82.5,,,,,47.5,,,,,112.5,242.5,1,291.72,297.88,263.87,48.75,Yes,,,ADFPA,,1985-10-27,USA,IN,Lafayette,Womens American Classic,Yes
D. Falzone,M,B,Raw,,,,Open,60,60,,,,,,,,,,124.74,,,,,,124.74,6,105.29,106.39,103.89,74.57,,,,USPF,IPF,1983-08-20,USA,NJ,Glassboro,South Jersey Open,Yes
Phillips,M,SBD,Single-ply,,55-59,,M4,82.5,82.5,-190,-190,-190,,,,,,,,,,,,,,DQ,,,,,,USA,,WPC,WPC,1991-11-21,USA,NV,Las Vegas,Worlds,Yes
Mike Meddaugh,M,SBD,Single-ply,,,,Open,125,125,,,,,320,,,,,215,,,,,300,835,2,473.24,475.82,455.35,79.48,,,,USPF,IPF,1985-02-27,USA,VA,Norfolk,Interservice Championships,Yes
M. Stevens,M,SBD,Single-ply,,,,Open,125,125,,,,,174.63,,,,,204.12,,,,,256.28,635.03,1,359.91,361.87,346.30,60.44,,,,USPF,IPF,1980-07-01,USA,,,Novice National Power Meet,Yes
Jim Brent,M,SBD,Single-ply,,,,Open,90,90,,,,,244.94,,,,,167.83,,,,,249.48,662.25,2,428.21,422.78,405.19,73.08,,,,USPF,IPF,1984-02-11,USA,ID,Twin Falls,Idaho State Meet,Yes
Peter Catina,M,SBD,Wraps,,,,LT,82.5,82.5,,,,,181.44,,,,,95.25,,,,,172.37,449.06,1,304.19,300.83,289.46,62.35,Yes,USA,,WNPF,,2006-05-21,USA,PA,Ephrata,Elite Nationals,Yes
Ron Gumbarge,M,SBD,Single-ply,,,,Open,125,125,,,,,292.5,,,,,215,,,,,275,782.5,1,443.49,445.90,426.72,74.48,,,,USPF,IPF,1983-01-15,USA,NJ,Pennsauken,Region II Collegiates,Yes
Bill Crozier,M,B,Single-ply,,,,Masters 50-59,110,110,,,,,,,,,,125,,,,,,125,1,74.03,73.56,70.31,38.02,Yes,,,ADFPA,,1993-09-04,USA,OH,Cleveland,National Bench Press,Yes
Buster Whitener,M,SBD,Single-ply,,,,Open,100,100,,,,,312.5,,,,,200,,,,,300,812.5,4,500.11,494.48,472.28,84.97,,,,USPF,IPF,1987-02-07,USA,WV,Weirton,Steel Valley Open,Yes
Brown,M,SBD,Multi-ply,,,,O,82.5,82.5,,,,,256.28,,,,,165.56,,,,,238.14,659.98,1,447.07,442.12,425.41,76.48,Yes,,,WNPF,,2000-06-17,USA,MD,Baltimore,Teen Junior Submaster & Master Nationals & American,Yes
Mike Altieri,M,SBD,Single-ply,14.5,13-15,14-18,Teen 14-15,56,56,,,,,,,,,,,,,,,,,DQ,,,,,,,,USPF,IPF,1982-08-08,USA,PA,Greensburg,Teenage National Championships,Yes
BJ Faulk,M,B,Multi-ply,,,,Open,125,125,,,,,,,,,,192.78,,,,,,192.78,4,109.26,109.85,105.13,55.94,Yes,,,APA,WPA,1996-02-10,USA,NC,Charlotte,Tarheel Open Bench Press,Yes
S. Roguet,F,SBD,Multi-ply,,,,O,60,60,,,,,152.5,,,,,65,,,,,162.5,380,4,421.25,423.66,374.32,70.58,,Belgium,,WPC,WPC,1994-11-03,USA,OH,Columbus,World Championships,Yes
Butler,M,SBD,Single-ply,,,,Open,75,75,,,,,113.4,,,,,104.33,,,,,170.1,387.82,5,278.23,276.35,267.02,47.65,,,,SCI,,1989-10-14,USA,PA,Huntington,Huntington Open,Yes
Kenneth Whitley,M,SBD,Single-ply,,,,Open,60,60,,,,,183.71,,,,,108.86,,,,,199.58,492.15,1,415.40,419.74,409.88,70.73,,,,USPF,IPF,1988-03-26,USA,GA,Marietta,Georgia Championships,Yes
Les Cheney,M,SBD,Single-ply,46,45-49,40-49,Masters 45-49,125,125,,,,,280,,,,,190,,,,,257.5,727.5,1,412.32,414.56,396.73,69.25,Yes,USA,,ADFPA,,1989-11-18,USA,PA,Allentown,Masters Nationals,Yes
Ussery,M,B,Single-ply,,,24-39,sm1,100,100,,,,,,,,,,162.5,,,,,,162.5,1,100.02,98.90,94.46,51.67,Yes,,,NASA,,1992-08-22,USA,GA,Atlanta,Georgia Grand,Yes
Louie Sampedro,M,SBD,Single-ply,,,,Open,67.5,67.5,,,,,213.19,,,,,122.47,,,,,224.53,560.19,2,431.76,431.92,419.26,73.85,,,,USPF,IPF,1985-02-16,USA,AZ,Tempe,Arizona State Meet,Yes
C. Bullara,F,SBD,Multi-ply,,,,LW,52,,,,,,82.5,,,,,42.5,,,,,107.5,232.5,1,283.39,289.84,256.92,47.35,,,,APF,WPC,1998-10-03,USA,CA,San Luis Obispo,California State,Yes
T. Nevitt,M,SBD,Single-ply,,,,Open,90,90,,,,,,,,,,140.61,,,,,204.12,,DQ,,,,,,,,USPF,IPF,1981-03-21,USA,CT,Greenwich,Greenwich Open Novice,Yes
J. Andrews,M,B,Multi-ply,,,,Open,110,110,,,,,,,,,,188.24,,,,,,188.24,2,111.49,110.78,105.88,57.26,,,,APF,WPC,1993-04-24,USA,OH,Wilmington,Clinton County YMCA BP,Yes
C. Catoe,M,SBD,Single-ply,,16-17,14-18,Open,52,52,,,,,,,,,,,,,,,,301.64,2,288.91,295.99,291.50,48.66,,,,USPF,IPF,1983-07-23,USA,NC,Fairmont,Southeastern Open,Yes
Anthony Succarotte,M,B,Single-ply,35,35-39,24-39,Open,100,100,,,,,,,,,,208.65,,,,,,208.65,1,128.43,126.98,121.28,66.34,Yes,USA,,AAU,,2001-03-17,USA,MD,Hampstead,National Bench Press & Deadlift Championships,Yes
E. Gerkin,F,SBD,Single-ply,,,,Open,52,52,,,,,43.09,,,,,34.02,,,,,56.7,133.81,3,163.10,166.81,147.86,27.25,,,,USPF,IPF,1983-01-21,USA,LA,Sulphur,Cowboy Open,Yes
Shawn Pecgan,M,SBD,Single-ply,,,,Class II,110,110,,,,,240.4,,,,,192.78,,,,,254.01,687.19,3,407.00,404.41,386.51,68.81,,,,USPF,IPF,1984-08-25,USA,GA,Augusta,Augusta Open,Yes
Mike Facteau,M,SBD,Single-ply,35.5,35-39,24-39,Open,81.7,82.5,292.5,305,307.5,,307.5,-190,-190,-190,,,,,,,,,DQ,,,,,,,,USPF,IPF,1985-06-01,USA,VA,Arlington,Junior National Powerlifting Championships,Yes
Marci Mitchell,F,SBD,Single-ply,,,,Open,67.5,67.5,,,,,136.08,,,,,49.9,,,,,117.93,303.91,1,313.75,310.18,273.62,52.84,,,,USPF,IPF,1982-03-06,USA,MI,Caseville,Caseville Open,Yes
J. Grayson,M,SBD,Single-ply,,,,Open,75,75,,,,,112.5,,,,,112.5,,,,,170,395,5,283.38,281.46,271.96,48.53,,,,USPF,IPF,1980-09-13,USA,NY,Middletown,Middletown Open,Yes
Willis McCoy,M,SBD,Single-ply,,,,Submasters 33-39,100,100,,,,,250,,,,,152.5,,,,,240,642.5,2,395.47,391.02,373.47,67.19,Yes,USA,,NASA,,1991-02-28,USA,OK,Oklahoma City,Natural Nationals,Yes
Anthony Pallas,M,SBD,Single-ply,23.5,24-34,24-39,Open,60,60,,,,,205,,,,,102.5,,,,,192.5,500,3,422.02,426.44,416.42,71.86,Yes,,,ADFPA,,1990-03-17,USA,IL,Chicago,Lifetime Drug Free Nationals,Yes
P. DiDonna,M,SBD,Multi-ply,,20-23,19-23,Pro Open,100,100,,,,,299.37,,,,,161.03,,,,,226.8,687.2,6,422.98,418.22,399.45,71.86,,,,IPA,,1995-11-18,USA,MD,Oxton Hill,Senior Nationals,Yes
D. Harris,M,SBD,Single-ply,,,,Open,60,60,,,,,95.25,,,,,49.9,,,,,120.2,265.35,1,223.97,226.31,220.99,38.14,Yes,USA,,USAPL,IPF,1997-09-20,USA,OK,Oklahoma City,OK State Open,Yes
Ramon Arteaga,M,SBD,Single-ply,,,,Open,90,90,,,,,113.4,,,,,120.2,,,,,199.58,433.18,17,280.09,276.54,265.04,47.80,,,,USPF,IPF,1985-08-17,USA,NJ,Glassboro,South Jersey Championships,Yes
Gabe Stivers,M,SBD,Single-ply,22.5,20-23,19-23,Open,90,90,,,,,310,,,,,,,,,,,,DQ,,,,,,,,USPF,IPF,1982-09-11,USA,CA,Los Angeles,American Cup PL Championships,Yes
M. Nolan Jr,M,SBD,Single-ply,,,,Teen,90,90,,,,,162.5,,,,,127.5,,,,,197.5,487.5,3,315.22,311.22,298.27,53.79,,,,USPF,IPF,1988-03-05,USA,AR,El Dorado,Greater Arkansas Championship,Yes
Scott Hamel,M,SBD,Single-ply,,,,Open,75,75,,,,,200,,,,,125,,,,,222.5,547.5,4,392.79,390.13,376.96,67.27,Yes,Canada,,CPU,IPF,1985-03-30,Canada,BC,Kelowna,British Columbia Championships,Yes
Shawn Bell,M,D,Single-ply,,,,Open,75,75,,,,,,,,,,,,,,,190,190,2,136.31,135.39,130.82,,Yes,,,WABDL,,1999-02-13,USA,OR,Salem,Miller Genuine Draft Oregon State BP/DL,Yes
Chip Holston,M,SBD,Single-ply,19,18-19,19-23,Teen (Light),,,,,,,233.6,,,,,170.1,,,,,233.6,637.3,1,,,,,Yes,USA,,ADFPA,,1994-03-19,USA,FL,Lakeland,Region III,Yes
Bret Smith,M,B,Raw,,,,Open,100,100,,,,,,,,,,190.51,,,,,,190.51,3,117.26,115.94,110.74,87.28,,,,USPF,IPF,1984-08-26,USA,OH,Cleveland,Black's Health World Open Bench,Yes
Dave Hanson,M,B,Raw,,,,Open,82.5,82.5,,,,,,,,,,,,,,,,,DQ,,,,,,,,USPF,IPF,1984-11-25,USA,CT,Hamden,Thanksgiving Bench Press Meet,Yes
A. Heins,M,SBD,Single-ply,,,,Open,110,110,,,,,237.5,,,,,145,,,,,227.5,610,3,361.28,358.98,343.10,61.08,,,,USPF,IPF,1982-09-25,USA,NY,Germantown,Germantown Invitational,Yes
Justin Berman,M,B,Multi-ply,,13-15,,Teen 13-15,82.5,82.5,,,,,,,,,,77.5,,,,,,77.5,4,52.50,51.92,49.96,27.70,Yes,,,WABDL,,2003-12-09,USA,NV,Las Vegas,World Championships,Yes
J. Durham,M,SBD,Single-ply,,,,Teen,82.5,82.5,,,,,132.5,,,,,75,,,,,182.5,390,2,264.18,261.26,251.39,45.20,,,,USPF,IPF,1996-03-09,USA,TX,Austin,Texas State,Yes
B. Rieck Jr,M,D,Raw,14.5,13-15,14-18,Teen 14-15,60,60,,,,,,,,,,,,,,,97.52,97.52,1,82.31,83.17,81.22,,Yes,,,ADAU,,2005-07-23,USA,PA,Catasauqua,Single Lift Nationals,Yes
Roger Stucker,M,SBD,Single-ply,,,,Open,110,110,,,,,281.23,,,,,165.56,,,,,283.5,730.28,1,432.52,429.76,410.75,73.12,,,,USPF,IPF,1982-05-22,USA,WY,Casper,North Central US Open,Yes
J. Green #4,M,SBD,Single-ply,,,,Class II,100,100,,,,,254.01,,,,,140.61,,,,,249.48,644.1,1,396.45,391.99,374.40,67.36,,,,USPF,IPF,1982-05-24,USA,GA,Augusta,Region III,Yes
Jim Bourbonnais,M,D,Single-ply,,,,Open,75,75,,,,,,,,,,,,,,,258.55,258.55,2,185.49,184.23,178.01,,,,,USA-UA,,1985-02-09,USA,MI,Flint,Jimmey Stewards Open Deadlift,Yes
Lynnette Brewer,F,SBD,Single-ply,,,,Open,44,44,,,,,60,,,,,50,,,,,87.5,197.5,2,272.03,278.09,249.44,45.56,,,,USPF,IPF,1982-10-03,USA,CA,San Francisco,Sports Palace Open Women's,Yes
Laura Campbell,F,B,Raw,,,,Open,52,52,,,,,,,,,,47.5,,,,,,47.5,1,57.90,59.22,52.49,45.47,,,,USPF,IPF,1984-08-04,USA,AK,Anchorage,Alaska Bench Press Meet,Yes
Dan Harris,M,B,Single-ply,,,,Open,86.2,90,,,,,,160,-170,170,,170,,,,,,170,3,112.41,111.04,106.63,58.96,Yes,,,BAWLA,IPF,2003-03-02,England,,,South East Bench Press Championships,Yes
M. Pearson,F,SBD,Single-ply,,,,Open,80,80,,,,,158.76,,,,,68.04,,,,,113.4,340.19,2,320.54,311.28,272.98,54.58,Yes,,,ADFPA,,1995-12-02,USA,KY,Henderson,State Meet,Yes
R. Mack,M,SBD,Single-ply,,,,Light,,,,,,,112.5,,,,,75,,,,,170,357.5,1,,,,,Yes,,,ADFPA,,1995-11-11,USA,AK,Anchorage,Gold Gym Invitational,Yes
G. Otepova,F,SBD,Single-ply,13.5,13-15,14-18,Teen,46.9,47,60,67.5,72.5,,72.5,30,-35,35,,35,55,70,75,,75,182.5,1,239.56,245.82,219.17,40.05,Yes,,,KPF,IPF,2013-03-13,Kazakhstan,,Temirtau,Kazakhstan Powerlifting Cup,Yes
Mariya Lukashenko,F,B,Single-ply,16.5,16-17,14-18,Teen,50.5,52,,,,,,45,50,-55,,50,,,,,,50,1,62.21,63.75,56.58,35.51,Yes,Kazakhstan,,KPF,IPF,2012-07-01,Kazakhstan,,Aktobe,Kazakhstan Bench Press Championships,Yes
Ellen Tobin Hogan,F,SBD,Wraps,29,24-34,24-39,F_OCR_AIPO,55.5,56,60,70,-77.5,,70,35,40,-50,,40,85,95,105,,105,215,1,250.70,254.75,225.38,51.47,Yes,Ireland,,IrishPO,IPL,2023-11-25,Ireland,,Limerick,National Charity Championships,Yes
Aleksandr Kondrashov,M,B,Single-ply,30.5,24-34,24-39,Open,89.5,93,,,,,,,,,,165,,,,,,165,2,106.99,105.64,101.27,55.85,Yes,,,FPR,IPF,2015-05-23,Russia,RYA,Ryazan,Ryazan Powerlifting & Bench Press Championships,Yes
